mciId,classification,repairRounds,goalAchieved,mutationRegressed,aiAuditRisk,diffFile,totalSeconds,generationSeconds,totalTokens,cacheHit
ObjectMapper::1,SUCCESS,0,True,False,LOW,diffs/ObjectMapper__1.diff,116.94,5.29,19161,False
org.apache.druid.server.security.TLSCertificateChecker::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.server.security.TLSCertificateChecker__1.diff,172.62,19.38,36314,False
org.apache.druid.msq.exec.ControllerContext::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.msq.exec.ControllerContext__1.diff,368.31,30.6,35312,False
org.apache.druid.client.indexing.ClientCompactionTaskQueryTuningConfig::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.client.indexing.ClientCompactionTaskQueryTuningConfig__1.diff,171.9,76.0,84506,False
org.apache.druid.segment.vector.VectorColumnSelectorFactory::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.segment.vector.VectorColumnSelectorFactory__1.diff,209.76,96.23,50861,False
org.apache.druid.query.aggregation.AggregatorAdapters::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.query.aggregation.AggregatorAdapters__1.diff,180.42,54.57,47530,False
org.apache.druid.query.aggregation.AggregatorAdapters::2,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.query.aggregation.AggregatorAdapters__2.diff,73.92,7.31,23102,False
org.apache.druid.java.util.metrics.DruidMonitorSchedulerConfig::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.java.util.metrics.DruidMonitorSchedulerConfig__1.diff,99.95,33.91,46897,False
org.apache.druid.msq.exec.WorkerContext::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.msq.exec.WorkerContext__1.diff,191.88,6.27,26462,False
org.apache.druid.java.util.metrics.Monitor::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.java.util.metrics.Monitor__1.diff,84.94,17.44,31338,False
org.apache.druid.frame.processor.FrameProcessorExecutor::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.frame.processor.FrameProcessorExecutor__1.diff,191.01,6.43,26479,False
org.apache.druid.query.groupby.epinephelinae.column.GroupByColumnSelectorPlus::1,ENVIRONMENT_NOT_READY,0,,,,,,,0,False
org.apache.druid.java.util.emitter.service.ServiceEmitter::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.java.util.emitter.service.ServiceEmitter__1.diff,103.45,7.08,30176,False
org.apache.druid.java.util.emitter.service.ServiceEmitter::2,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.java.util.emitter.service.ServiceEmitter__2.diff,320.03,9.07,35446,False
org.apache.druid.timeline.DataSegment::1,SUCCESS,1,True,False,LOW,diffs/org.apache.druid.timeline.DataSegment__1.diff,239.47,33.45,39846,False
org.apache.druid.timeline.DataSegment::2,SUCCESS,1,True,False,LOW,diffs/org.apache.druid.timeline.DataSegment__2.diff,227.0,18.95,34774,False
org.apache.druid.timeline.DataSegment::3,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.timeline.DataSegment__3.diff,201.0,30.19,38312,False
org.apache.druid.timeline.DataSegment::4,SUCCESS,1,True,False,LOW,diffs/org.apache.druid.timeline.DataSegment__4.diff,154.7,23.36,39820,False
org.apache.druid.data.input.HandlingInputRowIterator.InputRowHandler::1,ENVIRONMENT_NOT_READY,0,,,,,,,0,False
org.apache.druid.segment.column.ColumnCapabilities::1,SUCCESS,1,True,False,LOW,diffs/org.apache.druid.segment.column.ColumnCapabilities__1.diff,139.22,50.3,48296,False
org.apache.druid.server.initialization.jetty.JettyServerInitializer::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.server.initialization.jetty.JettyServerInitializer__1.diff,158.05,7.52,35344,False
org.apache.druid.metadata.SegmentsMetadataManagerConfig::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.metadata.SegmentsMetadataManagerConfig__1.diff,502.37,84.01,94183,False
GlobalMemory::1,SUCCESS,0,True,False,LOW,diffs/GlobalMemory__1.diff,142.12,23.02,36821,False
org.apache.druid.metadata.PasswordProvider::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.metadata.PasswordProvider__1.diff,226.92,85.9,67650,False
org.apache.druid.indexing.seekablestream.supervisor.LagAggregator::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.seekablestream.supervisor.LagAggregator__1.diff,197.01,10.27,30690,False
org.apache.druid.segment.loading.DataSegmentKiller::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.segment.loading.DataSegmentKiller__1.diff,97.26,9.63,26444,False
org.apache.druid.segment.loading.DataSegmentKiller::2,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.segment.loading.DataSegmentKiller__2.diff,96.45,7.36,24962,False
org.apache.druid.data.input.impl.CloudObjectInputSource::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.data.input.impl.CloudObjectInputSource__1.diff,149.47,36.89,41320,False
org.apache.druid.data.input.impl.CloudObjectInputSource::2,MODEL_DECLINED,0,,,,,,,10153,False
org.apache.druid.query.lookup.namespace.ExtractionNamespace::1,SUCCESS,1,True,False,LOW,diffs/org.apache.druid.query.lookup.namespace.ExtractionNamespace__1.diff,257.32,11.29,34934,False
"org.apache.druid.msq.exec.StageProcessor<?, ?>::1",SUCCESS,0,True,False,LOW,diffs/org.apache.druid.msq.exec.StageProcessor________1.diff,359.73,24.75,31653,False
org.apache.druid.segment.index.BitmapColumnIndex::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.segment.index.BitmapColumnIndex__1.diff,122.67,7.51,29024,False
org.apache.druid.segment.index.BitmapColumnIndex::2,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.segment.index.BitmapColumnIndex__2.diff,138.09,6.94,24254,False
Union::1,SUCCESS,1,True,False,LOW,diffs/Union__1.diff,271.85,23.78,42895,False
org.apache.druid.indexing.common.actions.TaskActionToolbox::1,SUCCESS,1,True,False,LOW,diffs/org.apache.druid.indexing.common.actions.TaskActionToolbox__1.diff,254.67,19.75,35576,False
org.apache.druid.indexing.common.actions.TaskActionToolbox::2,SUCCESS,2,True,False,LOW,diffs/org.apache.druid.indexing.common.actions.TaskActionToolbox__2.diff,242.33,32.14,53133,False
org.apache.druid.msq.kernel.StageDefinition::1,SUCCESS,1,True,False,LOW,diffs/org.apache.druid.msq.kernel.StageDefinition__1.diff,322.48,61.96,41850,False
"org.apache.druid.indexing.seekablestream.SeekableStreamEndSequenceNumbers<java.lang.String, java.lang.String>::1",SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.seekablestream.SeekableStreamEndSequenceNumbers_java.lang.String__java.lang.String___1.diff,158.36,61.0,57371,False
org.apache.druid.sql.calcite.planner.PlannerContext::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.sql.calcite.planner.PlannerContext__1.diff,250.65,14.25,61940,False
org.apache.druid.indexing.seekablestream.supervisor.autoscaler.AutoScalerConfig::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.seekablestream.supervisor.autoscaler.AutoScalerConfig__1.diff,134.44,39.84,46518,False
org.apache.druid.msq.exec.FrameContext::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.msq.exec.FrameContext__1.diff,214.23,44.9,45610,False
org.apache.druid.storage.cloudfiles.CloudFilesObject::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.storage.cloudfiles.CloudFilesObject__1.diff,180.97,24.07,32345,False
org.apache.druid.indexing.seekablestream.SeekableStreamIndexTaskTuningConfig::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.seekablestream.SeekableStreamIndexTaskTuningConfig__1.diff,106.85,9.87,34314,False
org.apache.druid.storage.cloudfiles.CloudFilesObjectApiProxy::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.storage.cloudfiles.CloudFilesObjectApiProxy__1.diff,104.27,24.52,31908,False
org.apache.druid.msq.exec.WorkerStorageParameters::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.msq.exec.WorkerStorageParameters__1.diff,180.16,7.65,26552,False
org.apache.druid.metadata.SegmentsMetadataManager::1,ENVIRONMENT_NOT_READY,0,,,,,,,0,False
"org.apache.druid.indexing.seekablestream.SeekableStreamStartSequenceNumbers<java.lang.String, java.lang.String>::1",SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.seekablestream.SeekableStreamStartSequenceNumbers_java.lang.String__java.lang.String___1.diff,165.76,69.78,58575,False
org.apache.druid.server.initialization.ServerConfig::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.server.initialization.ServerConfig__1.diff,258.42,32.0,33494,False
SslContextFactory.Server::1,ENVIRONMENT_NOT_READY,0,,,,,,,0,False
org.apache.druid.server.coordinator.loading.SegmentReplicaCount::1,ENVIRONMENT_NOT_READY,0,,,,,,,0,False
org.apache.druid.indexing.overlord.duty.OverlordDuty::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.overlord.duty.OverlordDuty__1.diff,199.86,15.51,31915,False
Request::1,SUCCESS,0,True,False,LOW,diffs/Request__1.diff,201.69,6.39,37453,False
org.apache.druid.msq.exec.InputChannelFactory::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.msq.exec.InputChannelFactory__1.diff,176.41,7.5,26505,False
HWDiskStore::1,SUCCESS,0,True,False,LOW,diffs/HWDiskStore__1.diff,99.61,30.54,88270,False
org.apache.druid.indexing.overlord.supervisor.SupervisorSpec::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.overlord.supervisor.SupervisorSpec__1.diff,137.1,27.25,43523,False
Response::1,SUCCESS,0,True,False,LOW,diffs/Response__1.diff,240.21,41.73,59801,False
org.apache.druid.segment.column.ColumnIndexSupplier::1,SUCCESS,2,True,False,LOW,diffs/org.apache.druid.segment.column.ColumnIndexSupplier__1.diff,242.67,34.19,51157,False
Provider<SslContextFactory.Server>::1,ENVIRONMENT_NOT_READY,0,,,,,,,0,False
org.apache.druid.indexing.seekablestream.supervisor.SeekableStreamSupervisorIOConfig::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.indexing.seekablestream.supervisor.SeekableStreamSupervisorIOConfig__1.diff,131.31,36.7,42814,False
org.apache.druid.tasklogs.TaskLogPusher::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.tasklogs.TaskLogPusher__1.diff,104.64,7.08,38645,False
OSFileStore::1,SUCCESS,0,True,False,LOW,diffs/OSFileStore__1.diff,88.77,20.28,56232,False
org.apache.druid.msq.exec.Controller::1,SUCCESS,0,True,False,LOW,diffs/org.apache.druid.msq.exec.Controller__1.diff,210.84,25.03,36578,False
BlobBatchClient::1,SUCCESS,0,True,False,LOW,diffs/BlobBatchClient__1.diff,200.31,24.15,37884,False
java.io.InputStream::1,SUCCESS,0,True,False,LOW,diffs/java.io.InputStream__1.diff,83.12,7.27,22590,False
