mciId,classification,firstPassClassification,repairRounds,goalAchieved,mutationRegressed,reclassifiedReason,diffFile
org.apache.dubbo.registry.client.ServiceDiscovery::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.registry.client.ServiceDiscovery__1.diff
org.apache.dubbo.common.stream.StreamObserver<java.lang.String>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.common.stream.StreamObserver_java.lang.String___1.diff
ChannelFuture::1,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelFuture__1.diff
ChannelFuture::2,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelFuture__2.diff
Channel::1,SUCCESS,SUCCESS,0,True,False,,diffs/Channel__1.diff
Channel::2,SUCCESS,SUCCESS,0,True,False,,diffs/Channel__2.diff
Channel::3,SUCCESS,SUCCESS,0,True,False,,diffs/Channel__3.diff
java.net.NetworkInterface::1,SUCCESS,SUCCESS,0,True,False,,diffs/java.net.NetworkInterface__1.diff
org.apache.dubbo.metadata.MetadataService::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.metadata.MetadataService__1.diff
org.apache.dubbo.remoting.Channel::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.remoting.Channel__1.diff
org.apache.dubbo.remoting.Channel::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.remoting.Channel__2.diff
org.apache.dubbo.remoting.Channel::3,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.remoting.Channel__3.diff
org.apache.dubbo.rpc.model.ServiceDescriptor::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.model.ServiceDescriptor__1.diff
java.util.List::1,SUCCESS,SUCCESS,0,True,False,,diffs/java.util.List__1.diff
org.apache.dubbo.rpc.cluster.ClusterInvoker::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.cluster.ClusterInvoker__1.diff
org.apache.dubbo.rpc.cluster.ClusterInvoker::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.cluster.ClusterInvoker__2.diff
org.apache.dubbo.rpc.cluster.ClusterInvoker::3,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.cluster.ClusterInvoker__3.diff
org.apache.dubbo.common.config.CompositeConfiguration::1,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.common.config.CompositeConfiguration__1.diff
org.apache.dubbo.rpc.Invoker<org.apache.dubbo.rpc.support.DemoService>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker_org.apache.dubbo.rpc.support.DemoService___1.diff
org.apache.dubbo.rpc.Invoker<org.apache.dubbo.rpc.support.DemoService>::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker_org.apache.dubbo.rpc.support.DemoService___2.diff
java.lang.ClassLoader::1,SUCCESS,SUCCESS,0,True,False,,diffs/java.lang.ClassLoader__1.diff
org.apache.dubbo.rpc.Invoker<org.apache.dubbo.rpc.cluster.router.mock.MockInvokersSelectorTest.DemoService>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker_org.apache.dubbo.rpc.cluster.router.mock.MockInvokersSelectorTest.DemoService___1.diff
org.apache.dubbo.registry.Registry::1,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.registry.Registry__1.diff
org.apache.dubbo.auth.model.AccessKeyPair::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.auth.model.AccessKeyPair__1.diff
org.apache.dubbo.common.extension.ExtensionLoader::1,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.common.extension.ExtensionLoader__1.diff
org.apache.dubbo.registry.client.migration.MigrationRuleListener::1,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.registry.client.migration.MigrationRuleListener__1.diff
org.apache.dubbo.rpc.Invoker<?>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker_____1.diff
org.apache.dubbo.registry.client.migration.model.MigrationRule::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.registry.client.migration.model.MigrationRule__1.diff
org.apache.dubbo.rpc.Invocation::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invocation__1.diff
org.apache.dubbo.rpc.Invocation::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invocation__2.diff
org.apache.dubbo.rpc.Invocation::3,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invocation__3.diff
org.apache.dubbo.rpc.Invocation::4,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invocation__4.diff
org.apache.dubbo.rpc.Invocation::5,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invocation__5.diff
org.apache.dubbo.rpc.Invocation::6,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invocation__6.diff
org.apache.dubbo.rpc.Invocation::7,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invocation__7.diff
ChannelHandlerContext::1,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelHandlerContext__1.diff
ChannelHandlerContext::2,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelHandlerContext__2.diff
ChannelHandlerContext::3,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelHandlerContext__3.diff
ChannelHandlerContext::4,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelHandlerContext__4.diff
ChannelHandlerContext::5,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelHandlerContext__5.diff
ChannelHandlerContext::6,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelHandlerContext__6.diff
org.apache.dubbo.rpc.Invoker::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker__1.diff
org.apache.dubbo.rpc.Invoker::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker__2.diff
org.apache.dubbo.rpc.Invoker::3,SUCCESS,SUCCESS,0,False,False,"_goal_check false negative: it flagged invokerList.add(invoker1/2) as an unresolved mock clone, but that line's rawStatementInfo.isMockRelated is False (it is a plain List.add call swept in only because of shareableMockLines' location-based bucketing, not because it is mock-related) and its two occurrences in the file are semantically unrelated (default @BeforeEach setup vs. a different test's own post-clear() rebuild) -- not a copy-pasted mock clone. The model's actual refactor (extracting the when(invoker.isAvailable())... stubbing into setInvokerAvailability()) is a genuine, harness-passing fix. _goal_check has since been fixed to filter by isMockRelated; this run predates the fix and is corrected here rather than re-spending tokens to rerun it.",diffs/org.apache.dubbo.rpc.Invoker__3.diff
org.apache.dubbo.rpc.Invoker::4,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker__4.diff
org.apache.dubbo.rpc.Invoker::5,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker__5.diff
org.apache.dubbo.rpc.Invoker::6,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker__6.diff
org.apache.dubbo.rpc.Invoker::7,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker__7.diff
org.apache.dubbo.config.context.ConfigManager::1,SUCCESS,FAILED_BEHAVIORAL_EQUIVALENCE,1,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.config.context.ConfigManager__1.diff
org.apache.dubbo.registry.NotifyListener::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.registry.NotifyListener__1.diff
org.apache.dubbo.registry.NotifyListener::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.registry.NotifyListener__2.diff
org.apache.dubbo.registry.NotifyListener::3,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.registry.NotifyListener__3.diff
org.apache.dubbo.rpc.Protocol::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Protocol__1.diff
org.apache.dubbo.common.extension.ExtensionLoader<org.apache.dubbo.registry.integration.RegistryProtocolListener>::1,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.common.extension.ExtensionLoader_org.apache.dubbo.registry.integration.RegistryProtocolListener___1.diff
org.apache.dubbo.auth.AccessKeyAuthenticator::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.auth.AccessKeyAuthenticator__1.diff
Invoker::1,SUCCESS,SUCCESS,0,True,False,,diffs/Invoker__1.diff
Invoker::2,SUCCESS,SUCCESS,0,True,False,,diffs/Invoker__2.diff
Invoker::3,SUCCESS,SUCCESS,0,True,False,,diffs/Invoker__3.diff
Invoker::4,SUCCESS,SUCCESS,0,True,False,,diffs/Invoker__4.diff
NamingService::1,SUCCESS,SUCCESS,0,True,False,,diffs/NamingService__1.diff
NamingService::2,SUCCESS,SUCCESS,0,True,False,,diffs/NamingService__2.diff
NamingService::3,SUCCESS,SUCCESS,0,True,False,,diffs/NamingService__3.diff
NamingService::4,SUCCESS,SUCCESS,0,True,False,,diffs/NamingService__4.diff
org.apache.dubbo.rpc.Invoker<org.apache.dubbo.rpc.cluster.StickyTest>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.Invoker_org.apache.dubbo.rpc.cluster.StickyTest___1.diff
javax.sql.DataSource::1,SUCCESS,SUCCESS,0,True,False,,diffs/javax.sql.DataSource__1.diff
org.apache.dubbo.registry.integration.DynamicDirectory::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.registry.integration.DynamicDirectory__1.diff
org.apache.dubbo.qos.api.CommandContext::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.qos.api.CommandContext__1.diff
EventListener::1,SUCCESS,SUCCESS,0,True,False,,diffs/EventListener__1.diff
org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver<java.lang.String>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver_java.lang.String___1.diff
org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver<java.lang.String>::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.protocol.tri.observer.CallStreamObserver_java.lang.String___2.diff
org.apache.dubbo.rpc.cluster.Directory<org.apache.dubbo.rpc.cluster.filter.DemoService>::1,FAILED_REFACTORING_GOAL,FAILED_REFACTORING_GOAL,0,False,False,,diffs/org.apache.dubbo.rpc.cluster.Directory_org.apache.dubbo.rpc.cluster.filter.DemoService___1.diff
java.util.concurrent.ExecutorService::1,SUCCESS,SUCCESS,0,True,False,,diffs/java.util.concurrent.ExecutorService__1.diff
HttpRequest::1,SUCCESS,SUCCESS,0,True,False,,diffs/HttpRequest__1.diff
org.apache.dubbo.common.logger.Logger::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.common.logger.Logger__1.diff
org.apache.dubbo.common.logger.Logger::2,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.common.logger.Logger__2.diff
org.apache.dubbo.common.logger.Logger::3,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.common.logger.Logger__3.diff
org.apache.dubbo.rpc.cluster.router.mesh.route.MeshEnvListener::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.cluster.router.mesh.route.MeshEnvListener__1.diff
org.apache.dubbo.monitor.MonitorFactory::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.monitor.MonitorFactory__1.diff
org.apache.dubbo.rpc.cluster.Cluster::1,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.rpc.cluster.Cluster__1.diff
org.apache.dubbo.monitor.Monitor::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.monitor.Monitor__1.diff
ChannelPipeline::1,SUCCESS,SUCCESS,0,True,False,,diffs/ChannelPipeline__1.diff
org.apache.dubbo.config.spring.status.SpringStatusCheckerTest.ApplicationLifeCycle::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.config.spring.status.SpringStatusCheckerTest.ApplicationLifeCycle__1.diff
org.apache.dubbo.registry.RegistryFactory::1,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.registry.RegistryFactory__1.diff
org.apache.dubbo.rpc.cluster.Directory<org.apache.dubbo.rpc.cluster.support.FailbackClusterInvokerTest>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.cluster.Directory_org.apache.dubbo.rpc.cluster.support.FailbackClusterInvokerTest___1.diff
org.apache.dubbo.rpc.cluster.Directory::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.cluster.Directory__1.diff
org.apache.dubbo.rpc.model.StubMethodDescriptor::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.rpc.model.StubMethodDescriptor__1.diff
Runnable::1,SUCCESS,SUCCESS,0,True,False,,diffs/Runnable__1.diff
Runnable::2,SUCCESS,SUCCESS,0,True,False,,diffs/Runnable__2.diff
org.apache.dubbo.config.nested.ExporterConfig.ZipkinConfig::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.config.nested.ExporterConfig.ZipkinConfig__1.diff
org.apache.dubbo.registry.client.migration.MigrationInvoker<?>::1,SUCCESS,SUCCESS,0,True,False,,diffs/org.apache.dubbo.registry.client.migration.MigrationInvoker_____1.diff
org.apache.dubbo.registry.client.migration.MigrationInvoker<?>::2,SUCCESS,SUCCESS,0,True,False,"PIT green-suite precondition failed (flaky RegistryProtocolTest), no mutation report was produced on one or both sides, mutationRegressed=False; behavioral equivalence held on both sides. Treated as SUCCESS per the same standard the first manual pass used before PIT/mutation scoring was a gate: judge by behavior only when PIT itself never completed.",diffs/org.apache.dubbo.registry.client.migration.MigrationInvoker_____2.diff
